mode,ship_date,ship_date_time,delivery_date,delivery_date_time,hours,ship_from,ship_from_coords,ice_customer_name,ship_to,ship_to_coords,number_of_pallets
PCL,2023-10-10,2023-10-10 12:00:00,2023-10-11,2023-10-11 9:00:00,21,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.01
LTL,2023-10-06,2023-10-06 13:00:00,2023-10-11,2023-10-11 16:00:00,123,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Albany, OR","[-123.0965,44.6272]",0.1
PCL,2023-07-13,2023-07-13 19:00:00,2023-07-18,2023-07-18 8:00:00,109,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Logan, NJ","[-75.3492, 39.7847]",0
PCL,2023-07-14,2023-07-14 11:00:00,2023-07-18,2023-07-18 6:00:00,91,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Seymour, IN","[-85.8911,38.9476]",0.12
PCL,2023-07-27,2023-07-27 13:00:00,2023-07-31,2023-07-31 11:00:00,94,"Carol Stream, IL","[-88.1307,41.9181]",Target,"West Jefferson, OH","[-83.3076,39.9475]",0.07
PCL,2023-07-07,2023-07-07 11:00:00,2023-07-11,2023-07-11 7:00:00,92,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sanger, TX","[-97.1678,33.3715]",0.01
PCL,2023-07-27,2023-07-27 8:00:00,2023-07-27,2023-07-27 12:00:00,4,"Carol Stream, IL","[-88.1307,41.9181]",Ingram US,"Carol Stream, IL","[-88.1307,41.9181]",8.12
PCL,2023-09-29,2023-09-29 15:00:00,2023-10-03,2023-10-03 10:00:00,91,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Rialto, CA","[-117.3892,34.1175]",0.02
PCL,2023-07-26,2023-07-26 8:00:00,2023-07-28,2023-07-28 7:00:00,47,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Logan, NJ","[-75.3492, 39.7847]",0.03
PCL,2023-08-07,2023-08-07 11:00:00,2023-08-08,2023-08-08 23:00:00,36,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Fontana, CA","[-117.4599,34.0968]",0.01
PCL,2023-08-15,2023-08-15 10:00:00,2023-08-17,2023-08-17 6:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Sparrows Point, MD","[-76.4807, 39.2261]",0.05
PCL,2023-09-06,2023-09-06 16:00:00,2023-09-11,2023-09-11 5:00:00,109,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sutherland, VA","[-77.5597, 37.1960]",0.01
PCL,2023-10-19,2023-10-19 17:00:00,2023-10-20,2023-10-20 9:00:00,16,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.01
PCL,2023-10-04,2023-10-04 20:00:00,2023-10-12,2023-10-12 9:00:00,181,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Tracy, CA","[-121.4523,37.7269]",0.01
PCL,2023-10-17,2023-10-17 15:00:00,2023-10-19,2023-10-19 20:00:00,53,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Greenfield, IN","[-85.7738,39.7937]",0.13
PCL,2023-09-14,2023-09-14 11:00:00,2023-09-18,2023-09-18 12:00:00,97,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Phoenix, AZ","[-112.0892,33.5722]",0.04
LTL,2023-10-03,2023-10-03 13:00:00,2023-10-05,2023-10-05 8:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",TD Synnex Corporation,"Columbus, OH","[-82.9855,39.9862]",1.56
PCL,2023-09-25,2023-09-25 13:00:00,2023-10-02,2023-10-02 8:00:00,163,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Marcy, NY","[-75.268,43.1373]",0.01
PCL,2023-07-12,2023-07-12 14:00:00,2023-07-15,2023-07-15 11:00:00,69,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Bethlehem, PA","[-75.3679,40.6266]",0
PCL,2023-09-14,2023-09-14 10:00:00,2023-09-18,2023-09-18 8:00:00,94,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Tyler, TX","[-95.3062,32.3184]",0.17
PCL,2023-10-23,2023-10-23 21:00:00,2023-10-25,2023-10-25 9:00:00,36,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Tracy, CA","[-121.4523,37.7269]",0.14
PCL,2023-09-26,2023-09-26 15:00:00,2023-09-28,2023-09-28 11:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Tobyhanna, PA","[-75.4179, 41.1798]",0.03
PCL,2023-10-10,2023-10-10 10:00:00,2023-10-11,2023-10-11 15:00:00,29,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Phoenix, AZ","[-112.0892,33.5722]",0.04
PCL,2023-07-26,2023-07-26 9:00:00,2023-07-28,2023-07-28 11:00:00,50,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Lugoff, SC","[-80.6973,34.2113]",0.08
PCL,2023-09-01,2023-09-01 16:00:00,2023-09-06,2023-09-06 7:00:00,111,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Florence, NJ","[-74.7863, 40.0967]",0.15
PCL,2023-07-06,2023-07-06 14:00:00,2023-07-10,2023-07-10 10:00:00,92,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Marcy, NY","[-75.268,43.1373]",0.06
PCL,2023-07-19,2023-07-19 11:00:00,2023-07-21,2023-07-21 15:00:00,52,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot.com,"Perth Amboy, NJ","[-74.2724,40.5202]",0.09
PCL,2023-07-05,2023-07-05 13:00:00,2023-07-07,2023-07-07 20:00:00,55,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",0.06
PCL,2023-07-20,2023-07-20 15:00:00,2023-07-24,2023-07-24 5:00:00,86,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Seymour, IN","[-85.8911,38.9476]",0.03
LTL,2023-07-21,2023-07-21 11:00:00,2023-07-25,2023-07-25 12:00:00,97,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Mira Loma, CA","[-117.5159, 33.9845]",0.32
PCL,2023-09-27,2023-09-27 17:00:00,2023-10-02,2023-10-02 23:00:00,126,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Fontana, CA","[-117.4599,34.0968]",0.02
PCL,2023-10-19,2023-10-19 17:00:00,2023-10-20,2023-10-20 8:00:00,15,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Memphis, TN","[-89.9663,35.1087]",0.01
PCL,2023-10-23,2023-10-23 16:00:00,2023-10-25,2023-10-25 10:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Albany, OR","[-123.0965,44.6272]",0.01
PCL,2023-07-06,2023-07-06 12:00:00,2023-07-07,2023-07-07 10:00:00,22,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Shafter, CA","[-119.2013,35.4794]",0.22
PCL,2023-10-26,2023-10-26 14:00:00,2023-11-03,2023-11-03 0:00:00,178,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Palestine, TX","[-95.6471,31.7544]",0.01
PCL,2023-08-14,2023-08-14 10:00:00,2023-08-15,2023-08-15 6:00:00,20,"Carol Stream, IL","[-88.1307,41.9181]",Charter Communications (Spectrum),"Flower Mound, TX","[-97.1146,33.0343]",2.94
PCL,2023-07-10,2023-07-10 16:00:00,2023-07-13,2023-07-13 7:00:00,63,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",0.2
PCL,2023-08-29,2023-08-29 17:00:00,2023-08-31,2023-08-31 8:00:00,39,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Cullman, AL","[-86.8407,34.1775]",0.01
PCL,2023-07-31,2023-07-31 12:00:00,2023-08-04,2023-08-04 7:00:00,91,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Oconomowoc, WI","[-88.4948,43.0996]",0.06
PCL,2023-10-02,2023-10-02 12:00:00,2023-10-05,2023-10-05 8:00:00,68,"Carol Stream, IL","[-88.1307,41.9181]",Stockmarket / Ferguson Enterprises,"Coxsackie, NY","[-73.8029, 42.3509]",0.01
LTL,2023-09-25,2023-09-25 17:00:00,2023-09-28,2023-09-28 9:00:00,64,"Carol Stream, IL","[-88.1307,41.9181]",Verizon,"Fort Worth, TX","[-97.3474,32.7817]",0.15
PCL,2023-08-15,2023-08-15 15:00:00,2023-08-18,2023-08-18 7:00:00,64,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Marcy, NY","[-75.268,43.1373]",0.01
PCL,2023-07-10,2023-07-10 18:00:00,2023-07-14,2023-07-14 9:00:00,87,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.03
PCL,2023-10-11,2023-10-11 19:00:00,2023-10-16,2023-10-16 14:00:00,115,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Menomonie, WI","[-91.9084,44.8893]",0.04
PCL,2023-10-17,2023-10-17 14:00:00,2023-10-19,2023-10-19 11:00:00,45,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.01
PCL,2023-09-26,2023-09-26 10:00:00,2023-09-29,2023-09-29 8:00:00,70,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Palestine, TX","[-95.6471,31.7544]",0.03
PCL,2023-10-20,2023-10-20 16:00:00,2023-10-25,2023-10-25 11:00:00,115,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Chandler, AZ","[-111.8514,33.2825]",0.04
LTL,2023-08-01,2023-08-01 13:00:00,2023-08-04,2023-08-04 7:00:00,66,"Carol Stream, IL","[-88.1307,41.9181]",Ingram US,"Carol Stream, IL","[-88.1307,41.9181]",1
PCL,2023-10-04,2023-10-04 12:00:00,2023-10-05,2023-10-05 6:00:00,18,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Charlotte, NC","[-80.8303,35.2083]",0.02
LTL,2023-07-31,2023-07-31 13:00:00,2023-08-03,2023-08-03 11:00:00,70,"Carol Stream, IL","[-88.1307,41.9181]",Stock Market Manual,"Houston, TX","[-95.3885,29.786]",0.29
PCL,2023-10-19,2023-10-19 13:00:00,2023-10-23,2023-10-23 7:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Shelby, NC","[-81.5451,35.2904]",0.01
PCL,2023-08-22,2023-08-22 13:00:00,2023-08-24,2023-08-24 11:00:00,46,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"La Grange, GA","[-85.0322, 33.0362]",0.01
PCL,2023-10-24,2023-10-24 15:00:00,2023-10-26,2023-10-26 22:00:00,55,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Grantsville, UT","[-112.4777,40.6148]",0.06
LTL,2023-09-15,2023-09-15 14:00:00,2023-09-21,2023-09-21 8:00:00,138,"Rancho Cucamonga, CA","[-117.5667,34.1247]",TD Synnex Corporation,"Southaven, MS","[-89.9786,34.9514]",0.65
PCL,2023-07-31,2023-07-31 12:00:00,2023-08-07,2023-08-07 8:00:00,164,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Chambersburg, PA","[-77.6556,39.9315]",0.07
PCL,2023-08-03,2023-08-03 14:00:00,2023-08-04,2023-08-04 8:00:00,18,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Spring Valley, IL","[-89.2038,41.3362]",0.01
PCL,2023-07-26,2023-07-26 11:00:00,2023-07-28,2023-07-28 7:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Seymour, IN","[-85.8911,38.9476]",0.07
PCL,2023-08-03,2023-08-03 13:00:00,2023-08-07,2023-08-07 9:00:00,92,"Carol Stream, IL","[-88.1307,41.9181]",Stockmarket / Ferguson Enterprises,"Mcgregor, TX","[-97.4283,31.4186]",0
PCL,2023-08-10,2023-08-10 16:00:00,2023-08-14,2023-08-14 7:00:00,87,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",0.01
PCL,2023-07-21,2023-07-21 13:00:00,2023-07-25,2023-07-25 8:00:00,91,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Raymond, NH","[-71.1834, 43.0362]",0.01
PCL,2023-08-23,2023-08-23 17:00:00,2023-08-28,2023-08-28 13:00:00,116,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Menomonie, WI","[-91.9084,44.8893]",0.01
PCL,2023-08-24,2023-08-24 16:00:00,2023-08-28,2023-08-28 9:00:00,89,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Moreno Valley, CA","[-117.2045,33.9244]",0.01
PCL,2023-10-10,2023-10-10 9:00:00,2023-10-11,2023-10-11 18:00:00,33,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Somerset, NJ","[-74.501,40.5083]",0.03
PCL,2023-10-18,2023-10-18 16:00:00,2023-10-19,2023-10-19 7:00:00,15,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Joliet, IL","[-88.1499,41.5188]",0.01
PCL,2023-10-25,2023-10-25 17:00:00,2023-10-26,2023-10-26 20:00:00,27,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Chesapeake, VA","[-76.3023,36.6778]",0.04
PCL,2023-10-10,2023-10-10 16:00:00,2023-10-12,2023-10-12 7:00:00,39,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Plainview, TX","[-101.7235,34.1911]",0.01
PCL,2023-09-28,2023-09-28 17:00:00,2023-10-02,2023-10-02 7:00:00,86,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",0.03
PCL,2023-08-04,2023-08-04 11:00:00,2023-08-09,2023-08-09 11:00:00,120,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sealy, TX","[-96.163,29.7662]",0.03
PCL,2023-08-09,2023-08-09 14:00:00,2023-08-14,2023-08-14 8:00:00,114,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Plant City, FL","[-82.1201,28.014]",0.03
PCL,2023-10-03,2023-10-03 15:00:00,2023-10-04,2023-10-04 7:00:00,16,"Carol Stream, IL","[-88.1307,41.9181]",Best Buy,"Nichols, NY","[-76.3669, 42.0217]",0.25
PCL,2023-07-03,2023-07-03 16:00:00,2023-07-07,2023-07-07 6:00:00,86,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Stuarts Draft, VA","[-79.0354,38.0188]",0.09
PCL,2023-08-07,2023-08-07 9:00:00,2023-08-08,2023-08-08 11:00:00,26,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Phoenix, AZ","[-112.0892,33.5722]",0.03
PCL,2023-09-29,2023-09-29 10:00:00,2023-10-02,2023-10-02 10:00:00,72,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Las Vegas, NV","[-115.2654,36.2333]",0.02
LTL,2023-10-17,2023-10-17 12:00:00,2023-10-20,2023-10-20 8:00:00,68,"Carol Stream, IL","[-88.1307,41.9181]",JW Mobile LLC,"Brooklyn, NY","[-73.9496,40.6501]",4
PCL,2023-07-19,2023-07-19 13:00:00,2023-07-24,2023-07-24 9:00:00,116,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Stockton, CA","[-121.3109,37.9765]",0
LTL,2023-07-20,2023-07-20 9:00:00,2023-07-27,2023-07-27 5:00:00,164,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Cedar Falls, IA","[-92.4536,42.5195]",0.22
PCL,2023-08-09,2023-08-09 12:00:00,2023-08-14,2023-08-14 9:00:00,117,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Shafter, CA","[-119.2013,35.4794]",0.01
PCL,2023-10-10,2023-10-10 9:00:00,2023-10-11,2023-10-11 9:00:00,24,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Fort Wayne, IN","[-85.1436,41.0888]",0.02
PCL,2023-07-11,2023-07-11 13:00:00,2023-07-17,2023-07-17 13:00:00,144,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Menomonie, WI","[-91.9084,44.8893]",0.03
PCL,2023-09-12,2023-09-12 15:00:00,2023-09-19,2023-09-19 8:00:00,161,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Coldwater, MI","[-84.9989,41.9465]",0.01
PCL,2023-08-09,2023-08-09 13:00:00,2023-08-11,2023-08-11 7:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Logan, NJ","[-75.3492, 39.7847]",0.04
PCL,2023-07-19,2023-07-19 16:00:00,2023-07-20,2023-07-20 8:00:00,16,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Marcy, NY","[-75.268,43.1373]",0.01
PCL,2023-10-10,2023-10-10 11:00:00,2023-10-11,2023-10-11 9:00:00,22,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Moreno Valley, CA","[-117.2045,33.9244]",0.02
PCL,2023-07-21,2023-07-21 12:00:00,2023-07-25,2023-07-25 13:00:00,97,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Red Bluff, CA","[-122.2413,40.1735]",0.01
LTL,2023-08-16,2023-08-16 19:00:00,2023-08-21,2023-08-21 11:00:00,112,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Shelby, NC","[-81.5451,35.2904]",0.09
PCL,2023-09-12,2023-09-12 18:00:00,2023-09-15,2023-09-15 6:00:00,60,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Searcy, AR","[-91.7351,35.2418]",0.03
LTL,2023-10-18,2023-10-18 13:00:00,2023-10-23,2023-10-23 6:00:00,113,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Ardmore, OK","[-97.1256,34.1949]",0.44
FTL,2023-10-12,2023-10-12 9:00:00,2023-10-15,2023-10-15 13:00:00,76,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Florence, NJ","[-74.7863, 40.0967]",2.65
PCL,2023-10-19,2023-10-19 13:00:00,2023-10-23,2023-10-23 7:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Tifton, GA","[-83.5203,31.4624]",0.01
PCL,2023-07-05,2023-07-05 7:00:00,2023-07-07,2023-07-07 15:00:00,56,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Red Bluff, CA","[-122.2413,40.1735]",0.02
PCL,2023-10-06,2023-10-06 17:00:00,2023-10-10,2023-10-10 10:00:00,89,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Henderson, NV","[-115.0381,36.0133]",0
PCL,2023-07-11,2023-07-11 15:00:00,2023-07-14,2023-07-14 9:00:00,66,"Carol Stream, IL","[-88.1307,41.9181]","Voice Comm, LLC","Pennsauken, NJ","[-75.0580, 39.9562]",0.08
PCL,2023-08-09,2023-08-09 17:00:00,2023-08-16,2023-08-16 10:00:00,161,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Grove City, OH","[-83.069,39.8654]",0.02
PCL,2023-10-10,2023-10-10 16:00:00,2023-10-13,2023-10-13 9:00:00,65,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Ottawa, KS","[-95.2636,38.5996]",0.02
PCL,2023-08-04,2023-08-04 11:00:00,2023-08-08,2023-08-08 12:00:00,97,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Alachua, FL","[-82.4832,29.7779]",0.01
PCL,2023-08-23,2023-08-23 14:00:00,2023-08-24,2023-08-24 7:00:00,17,"Carol Stream, IL","[-88.1307,41.9181]",TD Synnex Corporation,"Romeoville, IL","[-88.0997,41.6318]",0.09
PCL,2023-09-11,2023-09-11 15:00:00,2023-09-18,2023-09-18 7:00:00,160,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Alachua, FL","[-82.4832,29.7779]",0.01
FTL,2023-09-21,2023-09-21 11:00:00,2023-09-24,2023-09-24 9:00:00,70,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Rialto, CA","[-117.3892,34.1175]",3.9
PCL,2023-07-18,2023-07-18 15:00:00,2023-07-20,2023-07-20 7:00:00,40,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Florence, NJ","[-74.7863, 40.0967]",0.3
PCL,2023-10-18,2023-10-18 16:00:00,2023-10-20,2023-10-20 7:00:00,39,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Chambersburg, PA","[-77.6556,39.9315]",0.02
PCL,2023-09-12,2023-09-12 17:00:00,2023-09-14,2023-09-14 14:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Apple Valley, CA","[-117.2109,34.5352]",0.01
PCL,2023-10-26,2023-10-26 15:00:00,2023-10-31,2023-10-31 0:00:00,105,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Tolleson, AZ","[-112.256,33.4484]",0.01
PCL,2023-07-17,2023-07-17 9:00:00,2023-07-21,2023-07-21 11:00:00,98,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Ft Pierce, FL","[-80.3256, 27.4467]",0.02
PCL,2023-09-21,2023-09-21 9:00:00,2023-09-27,2023-09-27 7:00:00,142,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Galesburg, MI","[-85.4182,42.2911]",0.01
PCL,2023-09-12,2023-09-12 14:00:00,2023-09-19,2023-09-19 7:00:00,161,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Shelby Township, MI","[-83.0330, 42.6708]",0.04
PCL,2023-10-25,2023-10-25 17:00:00,2023-10-27,2023-10-27 21:00:00,52,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"St James, MO","[-91.6143, 37.9973]",0.36
PCL,2023-10-26,2023-10-26 14:00:00,null,null,#VALUE!,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sanger, TX","[-97.1678,33.3715]",0.1
PCL,2023-07-05,2023-07-05 10:00:00,2023-07-07,2023-07-07 20:00:00,58,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Greenfield, IN","[-85.7738,39.7937]",0.06
FTL,2023-07-14,2023-07-14 8:00:00,2023-07-15,2023-07-15 20:00:00,36,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Goodyear, AZ","[-112.3622,33.2614]",0.59
PCL,2023-08-29,2023-08-29 16:00:00,2023-08-31,2023-08-31 6:00:00,38,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Searcy, AR","[-91.7351,35.2418]",0.01
PCL,2023-08-23,2023-08-23 15:00:00,2023-08-25,2023-08-25 9:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Moreno Valley, CA","[-117.2045,33.9244]",0.11
PCL,2023-07-03,2023-07-03 8:00:00,2023-07-07,2023-07-07 7:00:00,95,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Searcy, AR","[-91.7351,35.2418]",0.04
PCL,2023-10-13,2023-10-13 13:00:00,2023-10-19,2023-10-19 11:00:00,142,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Tobyhanna, PA","[-75.4179, 41.1798]",0.06
LTL,2023-07-21,2023-07-21 11:00:00,2023-07-26,2023-07-26 9:00:00,118,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Fontana, CA","[-117.4599,34.0968]",0.31
PCL,2023-07-21,2023-07-21 13:00:00,2023-07-25,2023-07-25 10:00:00,93,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Midway, TN","[-82.9962, 36.1766]",0.02
PCL,2023-08-29,2023-08-29 11:00:00,2023-08-31,2023-08-31 10:00:00,47,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Rialto, CA","[-117.3892,34.1175]",0.09
PCL,2023-07-27,2023-07-27 14:00:00,2023-07-31,2023-07-31 11:00:00,93,"Carol Stream, IL","[-88.1307,41.9181]",Target,"West Jefferson, OH","[-83.3076,39.9475]",0.03
PCL,2023-09-05,2023-09-05 17:00:00,2023-09-08,2023-09-08 9:00:00,64,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Grove City, OH","[-83.069,39.8654]",0.02
PCL,2023-09-21,2023-09-21 17:00:00,2023-09-22,2023-09-22 11:00:00,18,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Beaver Dam, WI","[-88.8309,43.4688]",0.05
PCL,2023-10-11,2023-10-11 16:00:00,2023-10-13,2023-10-13 9:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Grantsville, UT","[-112.4777,40.6148]",0.01
FTL,2023-09-17,2023-09-17 7:00:00,2023-09-19,2023-09-19 6:00:00,47,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Monroe, OH","[-84.3667,39.4461]",0.21
PCL,2023-08-16,2023-08-16 14:00:00,2023-08-18,2023-08-18 11:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Tobyhanna, PA","[-75.4179, 41.1798]",0.06
PCL,2023-10-17,2023-10-17 15:00:00,2023-10-19,2023-10-19 9:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Hope Mills, NC","[-78.9597,34.971]",0.01
PCL,2023-09-11,2023-09-11 18:00:00,2023-09-13,2023-09-13 10:00:00,40,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Bloomington, CA","[-117.4013,34.0601]",0.05
PCL,2023-08-10,2023-08-10 15:00:00,2023-08-11,2023-08-11 9:00:00,18,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Cedar Falls, IA","[-92.4536,42.5195]",0.01
PCL,2023-10-03,2023-10-03 19:00:00,2023-10-05,2023-10-05 23:00:00,52,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Las Vegas, NV","[-115.2654,36.2333]",0.07
PCL,2023-09-26,2023-09-26 17:00:00,2023-09-28,2023-09-28 6:00:00,37,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Searcy, AR","[-91.7351,35.2418]",0.01
PCL,2023-08-23,2023-08-23 14:00:00,2023-08-25,2023-08-25 8:00:00,42,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Staunton, VA","[-79.0611,38.1593]",0.01
PCL,2023-07-03,2023-07-03 16:00:00,2023-07-07,2023-07-07 10:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Henderson, NV","[-115.0381,36.0133]",0.38
LTL,2023-10-24,2023-10-24 19:00:00,2023-11-01,2023-11-01 0:00:00,173,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Apple Valley, CA","[-117.2109,34.5352]",0.29
